Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
155605.0,-1.05429385634093,-0.926422542572386,2.30623104936655,-2.03932676372178,-1.37805657819676,1.0198413259385,0.107700147211579,0.342028924079755,-0.0410642621722077,-0.875443040902161,-1.94451826163774,-0.294510982231646,-0.0276076583222878,-1.20226611571293,-1.54040009949419,-1.29179669690666,0.0693497190380381,1.04627499700073,-0.948898809986459,-0.0402152326270612,-0.369502510053484,-0.741223213546584,0.248931978519445,0.615471375029425,0.250873064201674,1.17047817850474,-0.0744570089666231,0.0706521583391177,209.9,0
130948.0,2.06865637397,0.0856449399389421,-1.68134806583234,0.45164919794974,0.269406817952361,-0.966276136415712,0.113208161342272,-0.18148422365684,0.650881319330837,-0.346133320288348,-0.660210484779858,-0.394897192937347,-1.0359514189302,-0.623078798618832,0.316292533411384,0.337010544724365,0.572747349419844,-0.208728657085,0.0216341623998267,-0.230401601466175,-0.370818946560333,-1.01384176268925,0.366299214143354,0.60897571479905,-0.308150699044724,0.16898478435512,-0.0694709070768746,-0.0318828642429543,0.89,0
32924.0,-0.0376600347730592,-2.74417543784598,-0.593530559661942,0.0634870931000744,-1.61815598702911,-0.587654150153321,0.656346600623547,-0.369867001842408,-1.21501333758699,0.44641052119387,1.21748383132829,0.956009671274205,0.543620488487235,0.314563518641573,-0.710651977507677,-1.58370177697344,0.136652902102785,1.12359797730705,-0.482171042545449,0.990253087378817,0.0550128536555098,-0.883922606465295,-0.629095626186958,0.642582074162209,0.125991769009912,0.98361435293895,-0.205441087512138,0.115729290127614,724.5,0
52403.0,-0.210542378671415,0.441588191771972,0.248572070712998,-1.77689620626816,0.116663966016337,-1.03415494888263,0.713648723114857,-0.270042570299945,-1.35276649837624,0.442196110934246,-0.232907874727481,-0.449167282298117,0.526992220808806,-0.150912789796513,-0.207587293146385,0.560990376250483,0.301410261739543,-2.02927765104079,-0.421211154174246,0.0707864611718061,0.371217052825772,1.14212360109366,-0.0233264677210797,0.127162130386364,-0.705362410335065,-0.408334292627089,0.330417129327378,0.267466903670489,25.0,0
54705.0,-1.09093363611249,0.956814783512813,0.698354685080786,0.648643282501211,0.344776603313413,-0.876961996010181,0.678390290604449,-0.0340136818990913,-0.422983568306139,-0.0272209203761166,-0.0431282932146071,0.292899209414538,0.0702259080424401,0.361269551608287,0.756386458882064,-0.531809762218996,0.0387237612035606,-0.731164074292621,-0.613183348310475,-0.425563940389309,0.100893384869648,0.490000124835264,0.231556348159211,0.392582560912456,-0.16575951807541,-0.505367291659582,-0.513225651462294,-0.246163269266044,3.0,0
77152.0,1.15092812021481,0.0860598826267679,0.36109366176669,0.484833132039972,-0.505190395052918,-0.965726451707265,0.139786051726957,-0.074642728482617,-0.212744672238845,0.106386755261409,1.54479609734935,0.535457462875596,-1.05358815269635,0.82646917132822,0.334638338447495,0.407094458341891,-0.446462749982603,-0.336964738565963,0.308840636901745,-0.0963111802588274,-0.429457498594469,-1.4621953385695,0.261881688342827,0.468986940096702,-0.0310148759824833,-0.0533071595865734,-0.0676934547337228,0.0121474584510135,36.66,0
108876.0,1.99984853623852,-0.0413063143652515,-0.111189650150828,0.536197426140627,-0.524815821969039,-0.770284321667057,-0.442261940103167,-0.263111833060257,2.40643043989455,-0.635641777583544,0.464009153625388,-1.28725326903848,3.06438336333191,1.24223617774405,0.179715092363285,0.126341846727973,0.0024128933032552,0.117616618608831,-0.362875321449465,-0.202252064382884,-0.252490134965622,-0.275811816039353,0.349588073251022,-0.0372823698927109,-0.346538102610972,-0.969872676716933,0.041260457501262,-0.0301661949452367,2.12,0
141491.0,-1.44994572424717,-0.447275740743074,1.33471672391437,3.13558722973255,0.169010195297976,0.607548728976802,-0.721412120967686,0.960520302002993,-0.584032562194061,0.439209060400836,-2.18463311399629,-1.1649853844602,-1.11163095232242,0.100573779930173,-0.394940603190483,1.94770913038657,-1.14394886472886,0.937494778733372,-2.20176467305661,0.196596385652303,0.582927531686127,0.862387295156912,0.509541150178553,0.578407197507011,-1.49859472059004,-0.278167396639495,0.154551997183262,0.0702437531168764,134.63,0
74688.0,-1.18182256507809,0.747699786101994,-0.561271069590917,0.625009157482249,0.570489924613036,0.787652635953429,-0.17904339934432,1.03474071769769,-0.91111383359265,-0.375707429860497,-0.419977602624162,0.388612414835794,0.292309144758232,1.05458592920134,0.681195482403758,0.421052161140435,-0.484913480141213,0.791621033718126,0.943611876434278,-0.249472395166147,0.178444440765947,0.310294215403652,0.0456626006140939,-1.69986292720706,0.0579813369320244,-0.210510415653169,-0.180831756694717,-0.323393343112543,25.1,0
33752.0,0.488345044053417,-1.41221763743089,1.20936864889104,1.8820051471475,-1.24312423242592,1.3832116088956,-0.716135369828296,0.423852784336574,1.73347370747822,-0.570077482898966,-1.76359000937944,0.597240084671146,-0.265553187771984,-0.986671656803727,-1.24699736961212,-0.603777315639801,0.414673880961783,-0.404645105046471,-0.0730238899012347,0.433504930404343,0.108266600096521,0.148675687374043,-0.404661134360822,-0.424055973957697,0.437587191017234,-0.193061164836844,0.065187022684461,0.0831248550317222,318.0,0
